category,index,name,module_id,graded
lti,19,11c58261830f481caa8aac9c4cd8acda,UBCx/PSYC.1x/lti/11c58261830f481caa8aac9c4cd8acda,None
html,5,Syllabus,UBCx/PSYC.1x/sequential/8024ad96ea0d4ec3b9ff891a8dca096b/1,None
html,8,Course Outline,UBCx/PSYC.1x/sequential/729ef939f7894d109f2d5b52a0153c55/1,None
html,11,Getting Started,UBCx/PSYC.1x/sequential/4f7d8ba71271444a946b35623d892125/1,None
html,14,Course Team,UBCx/PSYC.1x/sequential/134a9f0b1c4b45228334ca553992e493/1,None
html,17,Introduce Yourself!,UBCx/PSYC.1x/sequential/9c66f60def2b43e0a61b6065bec3aeca/1,None
html,18,For the Course Team,UBCx/PSYC.1x/sequential/9c66f60def2b43e0a61b6065bec3aeca/1,None
html,22,Course Questions,UBCx/PSYC.1x/sequential/3fcef04e24654461b38069a186653b5b/1,None
html,25,Pre-Course Survey,UBCx/PSYC.1x/sequential/2fc09109b8a14ba2b35bb11997cedc5e/1,None
html,29,Introduction to Part 1,UBCx/PSYC.1x/sequential/bae4586b8df44807816169824403920c/1,None
html,57,What Is Psychology: Learning Goals,UBCx/PSYC.1x/sequential/bd9c75529bb94bd2b11e3a38cd5c1be1/1,None
html,60,Lecture Slides,UBCx/PSYC.1x/sequential/bd9c75529bb94bd2b11e3a38cd5c1be1/2,None
html,61,Discussion Instructions,UBCx/PSYC.1x/sequential/bd9c75529bb94bd2b11e3a38cd5c1be1/2,None
html,63,Glossary of Terms,UBCx/PSYC.1x/sequential/bd9c75529bb94bd2b11e3a38cd5c1be1/3,None
html,110,Web Resources,UBCx/PSYC.1x/sequential/79881c6fdd5f442d849aeb75d28c6ca8/1,None
html,136,Part 1 Quiz Answers,UBCx/PSYC.1x/sequential/db858e37ff5f4e87855059df798ca960/1,None
html,139,Introduction,UBCx/PSYC.1x/sequential/f603bfe0ace24a5badab451b72b7843e/1,None
html,141,Quiz Follow Up,UBCx/PSYC.1x/sequential/f603bfe0ace24a5badab451b72b7843e/1,None
html,144,Check Your Understanding,UBCx/PSYC.1x/sequential/f603bfe0ace24a5badab451b72b7843e/2,None
html,151,Neuroplasticity,UBCx/PSYC.1x/sequential/f603bfe0ace24a5badab451b72b7843e/3,None
html,152,Check Your Understanding,UBCx/PSYC.1x/sequential/f603bfe0ace24a5badab451b72b7843e/3,None
html,159,You Can Learn Anything,UBCx/PSYC.1x/sequential/f603bfe0ace24a5badab451b72b7843e/4,None
html,162,Share Your Story,UBCx/PSYC.1x/sequential/f603bfe0ace24a5badab451b72b7843e/5,None
html,165,Your Opinions,UBCx/PSYC.1x/sequential/f603bfe0ace24a5badab451b72b7843e/6,None
html,168,Part 1: General Discussion,UBCx/PSYC.1x/sequential/eca39484090446edb4b18e3389891030/1,None
html,169,Part 1: AP Psych Teachers General Discussion,UBCx/PSYC.1x/sequential/eca39484090446edb4b18e3389891030/1,None
html,170,Raw HTML,UBCx/PSYC.1x/sequential/eca39484090446edb4b18e3389891030/1,None
html,174,Introduction to Part 2,UBCx/PSYC.1x/sequential/0a9f7e4a913144d5b4de1872ba2a3e23/1,None
html,257,Web Resources,UBCx/PSYC.1x/sequential/9a9ac5d785404130bd8efaac71f7ffcb/1,None
html,283,Part 2 Quiz Answers,UBCx/PSYC.1x/sequential/a702e216808a47b2ae5bee19d5b80dff/1,None
html,286,Part 2: General Discussion,UBCx/PSYC.1x/sequential/d40ac320d7d54012977f2679d47a85d5/1,None
html,287,Part 2: AP Psych Teachers General Discussion,UBCx/PSYC.1x/sequential/d40ac320d7d54012977f2679d47a85d5/1,None
html,291,Introduction to Part 3,UBCx/PSYC.1x/sequential/11f693e669df4579add6d3a7448331fc/1,None
html,351,97c847ff77ea4f6ea79f6bba68330999,UBCx/PSYC.1x/sequential/3db61e58647d4102aa86b308892ea2a9/1,None
html,389,Web Resources,UBCx/PSYC.1x/sequential/4b586c1f090e4d29b4d768bfc4e7f9c5/1,None
html,415,Part 3 Quiz Answers,UBCx/PSYC.1x/sequential/88ebd7b2914a4e05b41174bdb11a9da9/1,None
html,418,Part 3: General Discussion,UBCx/PSYC.1x/sequential/10a346efa2ae4a0a84b7a1ef25273c7e/1,None
html,419,Part 3: AP Psych Teachers General Discussion,UBCx/PSYC.1x/sequential/10a346efa2ae4a0a84b7a1ef25273c7e/1,None
html,536,Please refresh the page now,UBCx/PSYC.1x/sequential/3fb99b761c4e495784fb02390d4c1c3b/1,None
html,540,Download the Slides,UBCx/PSYC.1x/sequential/ea6c72084e074d3f9f15e3ffc0517984/1,None
html,544,Course Conclusion,UBCx/PSYC.1x/sequential/ca09fc70356e4db28830148e0ae2b619/1,None
html,546,End of Course Survey,UBCx/PSYC.1x/sequential/ca09fc70356e4db28830148e0ae2b619/2,None
html,548,Course 2 Registration,UBCx/PSYC.1x/sequential/ca09fc70356e4db28830148e0ae2b619/3,None
video,31,Part 1 Introduction Video,UBCx/PSYC.1x/video/9e64391ce38142ba9845e1d081148d64,None
video,59,"Part 1, Lecture 1: What Is Psychology?",UBCx/PSYC.1x/video/87705fd28fcf403f9c877a4df5ec1d05,None
video,140,Quiz 1 Follow-Up: Introduction,UBCx/PSYC.1x/video/8834de240b21430898fd831c99f254d7,None
video,143,Growing Your Brain Power,UBCx/PSYC.1x/video/b3cd46192a2441db9c42822a655f6b01,None
video,150,Struggle => Strength,UBCx/PSYC.1x/video/da7fa03c3dec4d1f9c4ad3f2e92cf4e8,None
video,158,Learning takes effort,UBCx/PSYC.1x/video/5820f0a88345476795333b2318d05bac,None
video,161,Writing About Your Experience,UBCx/PSYC.1x/video/21e540d0301240cb83adb3fad1831ed0,None
video,176,Part 2 Introduction Video,UBCx/PSYC.1x/video/55be59be4a7244249699f82ac7e438d6,None
video,293,Part 3 Introduction Video,UBCx/PSYC.1x/video/3ad2be4a6ea340f1bf31e746912b290e,None
video,350,Demonstrating Scatterplots,UBCx/PSYC.1x/video/c7631c23686e4412ad5aef2f1d8a0967,None
video,381,Using Deception in Psychological Research,UBCx/PSYC.1x/video/3aa13375219f48a091e1b5f759f2d7ea,None
video,539,Free-Response Question 2: Grading Walkthrough,UBCx/PSYC.1x/video/21ef0259953d457fb56d833dba57fd8c,None
course,1,AP? Psychology - Part 1: What is Psychology?,UBCx/PSYC.1x/course/AP?_Psychology_-_Part_1_What_is_Psychology?,None
chapter,2,Course Information,UBCx/PSYC.1x/chapter/5172164dac324a3f846d193eecd559e0,None
chapter,26,Part 1: What Is Psychology?,UBCx/PSYC.1x/chapter/9343693e210b4e8ca7c0482fdc166d27,None
chapter,171,Part 2: Research Methods I,UBCx/PSYC.1x/chapter/c080216c47394f9591d9b36683747441,None
chapter,288,Part 3: Research Methods II,UBCx/PSYC.1x/chapter/2015cee924c3472cb8c3e6ec83b13077,None
chapter,420,Final Exam,UBCx/PSYC.1x/chapter/4d6255b47eb04127825acb168a27f72d,None
chapter,541,Course Conclusion,UBCx/PSYC.1x/chapter/7d40848038a74a5e984cb3f54518eea3,None
problem,145,V1Q1,UBCx/PSYC.1x/problem/d40db0d31b2d4b0c9e6fdc9df09dc7a1,None
problem,146,V1Q2,UBCx/PSYC.1x/problem/c2ad9ad9a5ee4f428bcd6a5fe76f8261,None
problem,147,V1Q3,UBCx/PSYC.1x/problem/4db23d5cb84f47bfa7e13e52922beb04,None
problem,148,V1Q4,UBCx/PSYC.1x/problem/76af263f2f524503a8935d766cad5bdf,None
problem,153,V2Q1,UBCx/PSYC.1x/problem/a81ceca3e4d14b1a944909ba6829d843,None
problem,154,V2Q2,UBCx/PSYC.1x/problem/f2446117089a48d3a0d05f51d377bb3e,None
problem,155,V2Q3,UBCx/PSYC.1x/problem/1037a288113c44c28e8fdfecf4b02bd3,None
problem,156,V2Q4,UBCx/PSYC.1x/problem/1fd710ddfc044ba18719367c8b45370e,None
problem,535,Reflection on Free Response Questions,UBCx/PSYC.1x/problem/36e841d57ba84d72ab70a69363d7126d,None
vertical,4,Syllabus,UBCx/PSYC.1x/vertical/432fccb1c63d47edbbc56751ffa0795a,None
vertical,7,Course Outline,UBCx/PSYC.1x/vertical/287f1f2472874cdf8c679d0c6dcf1957,None
vertical,10,Getting Started on edX,UBCx/PSYC.1x/vertical/a5eca5d15b644228bdbc33dbaf4d1f29,None
vertical,13,Course Team,UBCx/PSYC.1x/vertical/707418a295054ccf9fd9788b55b97109,None
vertical,16,Introduce Yourself!,UBCx/PSYC.1x/vertical/ab416c2cfefa4f55b9e3de7fae70a4b2,None
vertical,21,General Course Questions,UBCx/PSYC.1x/vertical/da9f5bda752343ee802e99bf4e6895d2,None
vertical,24,Pre-Course Survey,UBCx/PSYC.1x/vertical/a63aca98803749888a38e97034478897,None
vertical,28,Introduction to Part 1,UBCx/PSYC.1x/vertical/25f621d6ef1a465e9d945e569b806a1f,None
vertical,30,Part 1 Introduction Video,UBCx/PSYC.1x/vertical/fef03af9a05147ca8eff3f2e90c0a0b0,None
vertical,56,What Is Psychology: Learning Goals,UBCx/PSYC.1x/vertical/f82a11eca3e4462080594c08b189cd3e,None
vertical,58,"Part 1, Lecture 1: Video",UBCx/PSYC.1x/vertical/0a1840bc555742a2be6c73d783b542af,None
vertical,62,Glossary of Terms,UBCx/PSYC.1x/vertical/123eacf3c78f45b4ad467db40edcc6a4,None
vertical,109,Web Resources,UBCx/PSYC.1x/vertical/c63d795497ae4081827f16bcd33473b4,None
vertical,135,Part 1 Quiz Answers,UBCx/PSYC.1x/vertical/e933873e87094823a5319eee63967f20,None
vertical,138,Quiz 1 Follow-up,UBCx/PSYC.1x/vertical/c5f870e090c34894849016dc42d558a4,None
vertical,142,Growing Your Brain Power,UBCx/PSYC.1x/vertical/5d2a6841f162420fbd04ffa2f562f001,None
vertical,149,Neuroplasticity,UBCx/PSYC.1x/vertical/a003cbdf9acc4eeebd81576798f8eb2d,None
vertical,157,Learning Capacity,UBCx/PSYC.1x/vertical/8796205ca0e147ab8b3327cac7cea4ce,None
vertical,160,Sharing Strength,UBCx/PSYC.1x/vertical/1f36fed5380446f58a011dc923445b39,None
vertical,164,Your Opinions,UBCx/PSYC.1x/vertical/9d14abd1805546e9a954d212bfe91595,None
vertical,167,Part 1 General Discussion,UBCx/PSYC.1x/vertical/876e6407cfa04b53bc97e3bb15d32350,None
vertical,173,Introduction to Part 2,UBCx/PSYC.1x/vertical/83a9857fc1f84a5b86bac48285e52f9e,None
vertical,175,Part 2 Introduction Video,UBCx/PSYC.1x/vertical/4886861d089943afb7efedaf4a0c8756,None
vertical,256,Web Resources,UBCx/PSYC.1x/vertical/f5e3fe4f61f14568892d4d6a51ca71b1,None
vertical,282,Part 2 Quiz Answers,UBCx/PSYC.1x/vertical/53b2269798fc46c59f5ed3b9987d043a,None
vertical,285,Part 2 General Discussion,UBCx/PSYC.1x/vertical/5656c6528a9441ac9b250b7e9028f9ce,None
vertical,290,Introduction to Part 3,UBCx/PSYC.1x/vertical/053c9331c0a742fab7288410a048ad92,None
vertical,292,Part 3 Introduction Video,UBCx/PSYC.1x/vertical/b49eca2c74194721bed39503a9c1e558,None
vertical,349,Demonstration: Creating Scatterplots,UBCx/PSYC.1x/vertical/b767f2004754407388469f8992aeec5c,None
vertical,380,Using Deception in Psychological Research,UBCx/PSYC.1x/vertical/76391c4d633d49d4bad20eabf6aa003f,None
vertical,388,Web Resources,UBCx/PSYC.1x/vertical/0ef59f08b4a7454a964a61568e1c3ef0,None
vertical,414,Part 3 Quiz Answers,UBCx/PSYC.1x/vertical/e0a7ba60c1bd4e3e80a66645b134bc8a,None
vertical,417,Part 3 General Discussion,UBCx/PSYC.1x/vertical/efe188da9b934861b085ca325659a22c,None
vertical,534,Reflection on Free Response Questions,UBCx/PSYC.1x/vertical/d966a757f5714d1d91709809e0a26882,None
vertical,538,Free-Response Question 2: Grading Walkthrough,UBCx/PSYC.1x/vertical/e2c19e2d4c0b449d99bca8bb04f175f8,None
vertical,543,Course Conclusion,UBCx/PSYC.1x/vertical/d10636e4888e49ceb869e88d6d59f5de,None
vertical,545,End of Course Survey,UBCx/PSYC.1x/vertical/44f519196c664d35b912c8a58c652eef,None
vertical,547,Course 2 Registration,UBCx/PSYC.1x/vertical/83c0bec7dbaf44c1b9647682536a2c0d,None
sequential,3,Syllabus,UBCx/PSYC.1x/sequential/8024ad96ea0d4ec3b9ff891a8dca096b,None
sequential,6,Course Outline,UBCx/PSYC.1x/sequential/729ef939f7894d109f2d5b52a0153c55,None
sequential,9,Getting Started on edX,UBCx/PSYC.1x/sequential/4f7d8ba71271444a946b35623d892125,None
sequential,12,Course Team,UBCx/PSYC.1x/sequential/134a9f0b1c4b45228334ca553992e493,None
sequential,15,Introduce Yourself!,UBCx/PSYC.1x/sequential/9c66f60def2b43e0a61b6065bec3aeca,None
sequential,20,General Course Questions,UBCx/PSYC.1x/sequential/3fcef04e24654461b38069a186653b5b,None
sequential,23,Pre-Course Survey,UBCx/PSYC.1x/sequential/2fc09109b8a14ba2b35bb11997cedc5e,None
sequential,27,Introduction to Part 1,UBCx/PSYC.1x/sequential/bae4586b8df44807816169824403920c,None
sequential,55,What Is Psychology,UBCx/PSYC.1x/sequential/bd9c75529bb94bd2b11e3a38cd5c1be1,None
sequential,108,Web Resources,UBCx/PSYC.1x/sequential/79881c6fdd5f442d849aeb75d28c6ca8,None
sequential,134,Part 1 Quiz Answers,UBCx/PSYC.1x/sequential/db858e37ff5f4e87855059df798ca960,None
sequential,137,Part 1 Quiz Follow-Up,UBCx/PSYC.1x/sequential/f603bfe0ace24a5badab451b72b7843e,None
sequential,166,Part 1 General Discussion,UBCx/PSYC.1x/sequential/eca39484090446edb4b18e3389891030,None
sequential,172,Introduction to Part 2,UBCx/PSYC.1x/sequential/0a9f7e4a913144d5b4de1872ba2a3e23,None
sequential,255,Web Resources,UBCx/PSYC.1x/sequential/9a9ac5d785404130bd8efaac71f7ffcb,None
sequential,281,Part 2 Quiz Answers,UBCx/PSYC.1x/sequential/a702e216808a47b2ae5bee19d5b80dff,None
sequential,284,Part 2 General Discussion,UBCx/PSYC.1x/sequential/d40ac320d7d54012977f2679d47a85d5,None
sequential,289,Introduction to Part 3,UBCx/PSYC.1x/sequential/11f693e669df4579add6d3a7448331fc,None
sequential,348,Demonstration: Creating Scatterplots,UBCx/PSYC.1x/sequential/3db61e58647d4102aa86b308892ea2a9,None
sequential,379,Using Deception in Psychological Research,UBCx/PSYC.1x/sequential/af0c4006082545f79ac3e850e479e0ef,None
sequential,387,Web Resources,UBCx/PSYC.1x/sequential/4b586c1f090e4d29b4d768bfc4e7f9c5,None
sequential,413,Part 3 Quiz Answers,UBCx/PSYC.1x/sequential/88ebd7b2914a4e05b41174bdb11a9da9,None
sequential,416,Part 3 General Discussion,UBCx/PSYC.1x/sequential/10a346efa2ae4a0a84b7a1ef25273c7e,None
sequential,533,Free-Response Questions Reflection,UBCx/PSYC.1x/sequential/3fb99b761c4e495784fb02390d4c1c3b,None
sequential,537,Free-Response Question 2: Grading Walkthrough,UBCx/PSYC.1x/sequential/ea6c72084e074d3f9f15e3ffc0517984,None
sequential,542,Course Conclusion,UBCx/PSYC.1x/sequential/ca09fc70356e4db28830148e0ae2b619,None
openassessment,163,c89880416abf4a1bb3a80d0733917b9f,UBCx/PSYC.1x/openassessment/c89880416abf4a1bb3a80d0733917b9f,None
html,34,"Readings: Chapter 1, Introduction",UBCx/PSYC.1x/sequential/d469bbfa19454aaf934f4c4c54da6f87/1,true
html,36,"Readings: Chapter 1, Section 1.1",UBCx/PSYC.1x/sequential/d469bbfa19454aaf934f4c4c54da6f87/2,true
html,38,"Readings: Chapter 1, Section 1.2",UBCx/PSYC.1x/sequential/d469bbfa19454aaf934f4c4c54da6f87/3,true
html,40,"Readings: Chapter 1, Section 1.3",UBCx/PSYC.1x/sequential/d469bbfa19454aaf934f4c4c54da6f87/4,true
html,42,"Readings: Chapter 1, Section 1.4",UBCx/PSYC.1x/sequential/d469bbfa19454aaf934f4c4c54da6f87/5,true
html,44,Instructions,UBCx/PSYC.1x/sequential/d469bbfa19454aaf934f4c4c54da6f87/6,true
html,66,History of Psychology: Learning Goals,UBCx/PSYC.1x/sequential/24aaa1a9e98e4f5da2886d222418f53e/1,true
html,69,Lecture Slides,UBCx/PSYC.1x/sequential/24aaa1a9e98e4f5da2886d222418f53e/2,true
html,71,Glossary of Terms,UBCx/PSYC.1x/sequential/24aaa1a9e98e4f5da2886d222418f53e/3,true
html,73,Instructions,UBCx/PSYC.1x/sequential/24aaa1a9e98e4f5da2886d222418f53e/4,true
html,79,Contemporary Psychology: Learning Goals,UBCx/PSYC.1x/sequential/de659c7345ea4349a0964f5aea0250eb/1,true
html,82,Lecture Slides,UBCx/PSYC.1x/sequential/de659c7345ea4349a0964f5aea0250eb/2,true
html,84,Glossary of Terms,UBCx/PSYC.1x/sequential/de659c7345ea4349a0964f5aea0250eb/3,true
html,86,Instructions,UBCx/PSYC.1x/sequential/de659c7345ea4349a0964f5aea0250eb/4,true
html,92,Learning Tips: Learning Goals,UBCx/PSYC.1x/sequential/cb3a39e734114b14840eda31b9440f71/1,true
html,95,Lecture Slides,UBCx/PSYC.1x/sequential/cb3a39e734114b14840eda31b9440f71/2,true
html,97,Glossary of Terms,UBCx/PSYC.1x/sequential/cb3a39e734114b14840eda31b9440f71/3,true
html,99,Instructions,UBCx/PSYC.1x/sequential/cb3a39e734114b14840eda31b9440f71/4,true
html,105,Instructions - Part 1 Discussion Questions,UBCx/PSYC.1x/sequential/83a1e0d880414d5681559f413356c114/1,true
html,113,A Note About the Quiz Format,UBCx/PSYC.1x/sequential/bc52f8f78bf1484ca36236d245377e67/1,true
html,179,"Readings: Chapter 2, Introduction",UBCx/PSYC.1x/sequential/7bbf5e7db7b14bd5af987ba913855eb5/1,true
html,181,"Readings: Chapter 2, Section 2.1",UBCx/PSYC.1x/sequential/7bbf5e7db7b14bd5af987ba913855eb5/2,true
html,183,"Readings: Chapter 2, Section 2.2",UBCx/PSYC.1x/sequential/7bbf5e7db7b14bd5af987ba913855eb5/3,true
html,185,"Readings: Chapter 2, Section 2.4",UBCx/PSYC.1x/sequential/7bbf5e7db7b14bd5af987ba913855eb5/4,true
html,187,Instructions,UBCx/PSYC.1x/sequential/7bbf5e7db7b14bd5af987ba913855eb5/5,true
html,200,The Need for Psychological Science: Learning Goals,UBCx/PSYC.1x/sequential/7ce739425f0e48229aa16b1e963ebf51/1,true
html,203,Lecture Slides,UBCx/PSYC.1x/sequential/7ce739425f0e48229aa16b1e963ebf51/2,true
html,205,Glossary of Terms,UBCx/PSYC.1x/sequential/7ce739425f0e48229aa16b1e963ebf51/3,true
html,207,Instructions,UBCx/PSYC.1x/sequential/7ce739425f0e48229aa16b1e963ebf51/4,true
html,213,The Scientific Method: Learning Goals,UBCx/PSYC.1x/sequential/e55c5c8343cb4a4db8bd78944f9fcd1c/1,true
html,216,Lecture Slides,UBCx/PSYC.1x/sequential/e55c5c8343cb4a4db8bd78944f9fcd1c/2,true
html,218,Glossary of Terms,UBCx/PSYC.1x/sequential/e55c5c8343cb4a4db8bd78944f9fcd1c/3,true
html,220,Instructions,UBCx/PSYC.1x/sequential/e55c5c8343cb4a4db8bd78944f9fcd1c/4,true
html,226,Methods - Description of Behavior: Learning Goals,UBCx/PSYC.1x/sequential/e61d417129fd4973a96142df025ca608/1,true
html,229,Lecture Slides,UBCx/PSYC.1x/sequential/e61d417129fd4973a96142df025ca608/2,true
html,231,Glossary of Terms,UBCx/PSYC.1x/sequential/e61d417129fd4973a96142df025ca608/3,true
html,233,Instructions,UBCx/PSYC.1x/sequential/e61d417129fd4973a96142df025ca608/4,true
html,239,Methods - Correlation: Learning Goals,UBCx/PSYC.1x/sequential/3efc4c88b20942a2867e130156740c1d/1,true
